PRODUCT_CODE,DESCRIPTION,PRICE
420,Campus Corner all-natural greek yogurt,2.59
421,Fairgrounds no sugar added peanut butter,6.78
422,Reynold's free range kosher dill pickles,5.34
423,Pack grain-free cookie cereal,10.6
424,Howling Wolf italian salad kit,10.62
425,Vet School sweet potato,10.24
426,1812 floss,6.66
427,Brown's pumpkin pie spice,9.69
428,DH Hill organic tortellini,5.43
429,Red and White cholesterol-free toothbrush,3.39
430,Dan Allen non GMO butterscotch pudding,2.11
431,Schmidt's fat-free instant mashed russet potatoes,4.58
432,State no MSG added jalapeno pepper,11.66
433,Centennial cage free vanilla frosting,14.92
434,Red and White yellow onion,14.13
435,Wolves Den turkey wings,9.94
436,Farmer's all-natural macaroni and cheese,6.57
437,Schmidt's no sugar added frozen supreme pizza,9.78
438,Main Campus lactose-free green chilis,4.89
439,Wolfpack pizza dough,12.09
440,Tuffy canned peas and carrots,1.2
441,Wolves Den lactose-free coconut milk,8.09
442,1812 grain-free chicken thigh,9.97
443,Vet School peanut butter and jelly,13.37
444,Pack fruit cups,5.1
445,Heckman's cage free okra,14.66
446,Talley cola,7.88
447,Daniels beef roast,1.44
448,Lake Raleigh grits,5.23
449,North Shore no MSG added eggs,1.25
450,Brown's no sugar added orange frosting,14.75
451,State low cholesterol jalapeno pepper,3.91
452,Balik's cholesterol-free vanilla frosting,6.72
453,Tuffy low cholesterol multigrain tortilla chips,7.48
454,King's grain-free whole cloves,0.15
455,Oval Drive vanilla frosting,6.85
456,Centennial baked beans,3.57
457,Pullen Park smoked turkey leg,1.15
458,Howler ground allspice,2.4
459,Oval Drive free range chicken tenderloins,4.55
460,Jennings' enchilada sauce,14.88
461,Wolf Leader cage free caesar croutons,5.77
462,Centennial grain-free paper utensils,14.33
463,Poe's ibuprofen,9.93
464,Main Campus non GMO laundry detergent,4.38
465,Gorman fresh buttercream frosting,7.95
466,Daniels grain-free plain potato chips,5.33
467,Balik's thyme leaves,1.9
468,Main Campus tonic water,11.71
469,Ms. Wuf's ham hock,12.47
470,Campus Corner liquid bleach,8.08
471,Daniels organic ground nutmeg,13.35
472,Howling Wolf free range thyme leaves,10.69
473,Witherspoon spicy salsa,5.29
474,Sturgill's mayonnaise,14.83
475,Brown's cage free kosher dill pickles,7.19
476,North Shore lime,8.62
477,Pack Pup basmati rice,9.94
478,Mr. Wuf's low cholesterol black pepper,0.2
479,Oval Drive beef jerky,0.16
480,Farmer's cookie dough,12.49
481,Jennings' peach jam,7.52
482,King's honey mustard,10.97
483,Daniels raw large shrimp,14.2
484,Farmer's almond butter,7.43
485,Wolfpack all-natural yellow onion,3.07
486,Engineering lactose-free tortellini,0.05
487,Engineering cashew butter,6.66
488,Avent Ferry grain-free spicy salsa,2.5
489,Talley low cholesterol lamb chop,2.09
490,Campus Corner onion powder,7.73
491,Pullen Park low-sodium canned blackeyed peas,3.79
492,Avent Ferry free range turkey legs,9.63
493,Pullen Park 6-inch tortilla,2.33
494,Wolfpack ground chicken,2.0
495,Mr. Wuf's cholesterol-free grape jelly,9.12
496,Campus Corner organic banana,1.52
497,Campus Corner toothpaste,4.36
498,Pullen Park low-sodium canned potatoes,9.57
499,1812 cheery-o cereal,0.36
500,Hunt peanut butter crackers,0.99
501,Heil's free range english muffins,11.81
502,Tuffy low cholesterol multigrain sandwich bread,11.07
503,Stinson organic dried navy beans,1.87
504,Campus Corner fat-free cookie butter,1.89
505,1812 no MSG added dijon mustard,11.44
506,Talley cage free toilet paper,6.39
507,Harrelson lactose-free russet potato,7.84
508,Schmidt's low-sodium horseradish,12.23
509,Vet School lactose-free grits,3.6
510,Mr. Wuf's chocolate frosting,3.67
511,1812 organic tortellini,7.56
512,Pack Pup gluten-free carrot sticks,6.78
513,Western Blvd lactose-free half and half,0.83
514,Oval Drive grain-free macaroni and cheese with broccoli,4.72
515,Wolves Den low-sodium macaroni and cheese,7.45
516,Pullen Park organic coconut milk,6.88
517,Sturgill's coleslaw kit,4.34
518,Stinson free range cupcake liners,14.13
519,Red and White pork tenderloin,12.71
520,Wolfpack cholesterol-free orange,8.99
521,Pack Pup low cholesterol marinara sauce,1.85
522,Wolfpack no MSG added unsalted butter,14.37
523,Tuffy turkey breast,5.4
524,Oval Drive saltine crackers,12.43
525,North Shore caesar salad kit,14.41
526,Thompkins fat-free granola bar,3.64
527,Poe's low-sodium shampoo,14.89
528,Howler canned french cut green beans,1.48
529,Belltower grain-free cooked medium shrimp,3.09
530,DH Hill lactose-free cheese crackers,7.05
531,Heckman's cholesterol-free king salmon fillet,5.95
532,Hillsborough applesauce,5.87
533,Howler spaghetti noodles,14.09
534,Dan Allen cage free waffle cones,7.49
535,Pack Pup all-natural tortilla chips,7.81
536,Engineering cage free ricotta cheese,3.14
537,Belltower grape jelly,5.0
538,Leader of the Pack lite soy sauce,14.43
539,Witherspoon snack cake,5.31
540,State hand soap,10.44
541,Farmer's no MSG added macaroni and 5 cheese,9.08
542,Gorman cholesterol-free yukon gold potato,8.68
543,Balik's mild taco seasoning,5.16
544,Oval Drive no sugar added canned potatoes,9.74
545,Ms. Wuf's gluten-free spaghetti noodles,12.29
546,State free range sweet pickle cubes,1.52
547,Harrelson fresh shredded wheat cereal,7.5
548,Hunt cottage cheese,14.22
549,Belltower all-natural lime,6.6
550,Withers kosher pickle spears,4.25
551,Wolves Den lactose-free italian dressing,6.85
552,Talley no sugar added ground allspice,1.99
553,Heil's cholesterol-free sockeye salmon fillet,2.28
554,Sturgill's canned carrots,0.02
555,Heil's dijon mustard,11.62
556,Heil's sharp cheddar cheese,3.44
557,Wolf Leader all-natural jalapeno pepper,12.26
558,Wolves Den non GMO kosher dill pickles,14.76
559,Pack Pup enchilada sauce,11.44
560,Gorman low cholesterol tomato and basil sauce,6.47
561,Heil's bandages,3.47
562,Wolf Leader cookie butter,0.52
563,Main Campus fresh chocolate ice cream,3.61
564,Withers free range watermelon,3.97
565,Balik's king salmon fillet,4.03
566,Campus Corner low cholesterol banana,7.13
567,Daniels no MSG added shredded carrots,6.36
568,State no sugar added lime,7.83
569,Pullen Park fat-free turkey legs,0.38
570,Withers pineapple,14.91
571,Fairgrounds ground rosemary,11.41
572,Centennial mild cheddar cheese,0.57
573,Hunt raw large shrimp,10.31
574,Balik's all-natural thousand island dressing,3.77
575,Schmidt's cholesterol-free chocolate bar,13.62
576,Avent Ferry all-natural thyme leaves,12.19
577,Pullen Park no MSG added ground allspice,6.7
578,Stinson sausage,13.16
579,Fairgrounds low-sodium chocolate pudding,2.54
580,Witherspoon biscuit mix,9.58
581,Western Blvd macaroni and 5 cheese,4.72
582,Lake Raleigh cheery-o cereal,10.06
583,Vet School gluten-free french dressing,14.45
584,Hillsborough low cholesterol shredded carrots,9.31
585,Poe's non GMO dried great northern beans,8.24
586,Reynold's cholesterol-free smoked turkey leg,11.5
587,DH Hill sour cream and cheddar chips,1.88
588,Schmidt's cholesterol-free mild taco seasoning,5.07
589,1812 peanut butter crackers,6.02
590,Belltower onion powder,13.38
591,Hunt cholesterol-free instant mashed russet potatoes,7.67
592,Farmer's cheery-o cereal,9.35
593,Withers low-sodium frozen pepperoni pizza,12.69
594,Fairgrounds cholesterol-free pancake mix,11.0
595,Lake Raleigh no MSG added carrot sticks,4.58
596,Schmidt's organic 6-inch tortilla,1.49
597,Harrelson all-natural vanilla frosting,10.95
598,Campus Corner red potato,5.16
599,Red and White cholesterol-free smoked turkey leg,12.09
600,Schmidt's peach jam,14.28
601,Engineering fresh sausage,6.08
602,Reynold's fat-free dried lentils,7.38
603,Vet School scallion,9.75
604,Stinson all-natural vodka sauce,12.46
605,Wolves Den low cholesterol canned biscuits,7.2
606,Schmidt's cottage cheese,7.18
607,Brown's plain potato chips,12.5
608,Mr. Wuf's all-natural hand soap,11.71
609,North Shore cage free baked beans,10.02
610,Dan Allen lactose-free toothbrush,5.5
611,Pack Pup bell pepper,3.82
612,Main Campus lactose-free apple jelly,14.52
613,Farmer's free range bell pepper,3.28
614,Hunt cholesterol-free ketchup,14.14
615,Vet School russet potato,7.38
616,Centennial butterscotch pudding,5.16
617,Talley organic corn chips,4.42
618,Leader of the Pack non GMO breadsticks,6.67
619,Gorman no MSG added canned chickpeas,11.19
620,Witherspoon lactose-free watermelon,11.92
621,Wolves Den cholesterol-free turkey breast,0.93
622,Howler grain-free ground allspice,4.03
623,Daniels unsalted butter,9.78
624,Pack Pup organic basmati rice,4.6
625,Fairgrounds jalapeno pepper,13.12
626,Jennings' fat-free iodized salt,7.95
627,Howler non GMO white chocolate pudding,8.57
628,Fairgrounds whole chicken,6.82
629,Tuffy low-sodium macaroni and cheese,0.93
630,Farmer's no sugar added tomato sauce,1.36
631,Schmidt's cookie cereal,14.85
632,Withers turkey wings,8.84
633,Sturgill's organic rosemary leaves,10.29
634,Poe's carrot,12.71
635,Red and White low cholesterol fruit cups,9.37
636,Belltower sharp cheddar cheese,10.4
637,Lake Raleigh waffle cones,9.28
638,Lake Raleigh canteloupe,12.17
639,Balik's free range hazelnut spread,0.57
640,Wolves Den grain-free ground basil,4.81
641,Brown's frozen supreme pizza,0.4
642,Western Blvd no sugar added birthday cake ice cream,8.36
643,Gorman canned french cut green beans,6.28
644,Pullen Park lactose-free soy sauce,3.47
645,Lake Raleigh fresh orange cake mix,4.89
646,Witherspoon no sugar added peanut butter crackers,14.23
647,Brown's vanilla pudding,10.52
648,Daniels canned chickpeas,4.74
649,Red and White diet cola,7.32
650,Howling Wolf low cholesterol cocktail sauce,6.0
651,Fairgrounds macaroni and cheese with broccoli,14.95
652,Fairgrounds all-natural half and half,2.23
653,Dan Allen cage free orange soda,13.43
654,Red and White cage free waffle cones,7.11
655,Poe's cola,3.1
656,Reynold's taco shells,4.74
657,Pack Pup cholesterol-free multigrain sandwich bread,12.96
658,Ms. Wuf's cage free watermelon,12.66
659,Howling Wolf ground chicken,3.32
660,Oval Drive yellow cake mix,12.0
661,Wolf Leader all-natural sweet potato,7.44
662,Talley lactose-free peanut butter,2.85
663,Hunt canned peas and carrots,12.71
664,Harrelson spicy taco sauce,8.47
665,Gorman all-natural pancake mix,12.76
666,Wolves Den pork tenderloin,2.68
667,Stinson vodka sauce,6.19
668,Wolfpack kosher pickle spears,3.96
669,Talley ground chicken,11.7
670,Centennial hand soap,8.92
671,Howler tomato and basil sauce,9.16
672,Reynold's low cholesterol tomato,10.79
673,Daniels low-sodium tortellini,7.78
674,Farmer's shredded wheat cereal,1.69
675,Farmer's thousand island dressing,6.98
676,Schmidt's frozen meat pizza,6.51
677,Hillsborough non GMO 8-inch tortilla,2.43
678,Talley lactose-free yukon gold potato,5.57
679,Brown's no MSG added fruity cereal,11.36
680,Gorman mild salsa,1.83
681,Mr. Wuf's butter crackers,2.99
682,DH Hill grain-free whole turkey,5.21
683,Withers non GMO red potato,1.73
684,Centennial extra sharp cheddar cheese,8.27
685,Main Campus grain-free canned peas and carrots,1.08
686,Ms. Wuf's lamb chop,10.38
687,King's lactose-free deli ham,1.18
688,Reynold's cooked large shrimp,11.38
689,Brown's white onion,9.84
