PRODUCT_CODE,DESCRIPTION,PRICE
25,Howler soy sauce,4.44
243,Centennial jalapeno pepper,11.84
47,Daniels lactose-free ibuprofen,2.39
245,Main Campus whole chicken,9.11
254,Howling Wolf eggs,4.14
201,Pack mustard,4.65
121,Wolves Den no MSG added toothbrush,13.06
204,Pack Pup no MSG added canned chickpeas,9.85
23,DH Hill raw large shrimp,4.09
177,Wolf Leader grain-free sweet pickle cubes,9.29
153,North Shore lactose-free ranch dressing,2.3
188,Wolf Leader cage free cheese crackers,1.5
16,1812 honey bbq sauce,4.09
62,Mr. Wuf's low-sodium liquid bleach,13.11
210,Engineering tomato sauce,9.64
140,Red and White low cholesterol vodka sauce,12.79
19,Belltower corn chips,3.24
189,Avent Ferry all-natural smoked ham hock,7.92
68,Hillsborough fruity cereal,5.03
8,Wolves Den kiwi,13.76
168,Heil's fat-free macaroni and cheese with broccoli,2.56
129,DH Hill cholesterol-free enchilada sauce,2.08
92,Mr. Wuf's shredded carrots,3.99
14,Howling Wolf cage free buttercream frosting,11.63
173,Mr. Wuf's onion powder,11.11
253,Gorman fresh shredded carrots,1.64
132,Main Campus fat-free pumpkin pie spice,10.91
118,Talley hand soap,0.97
67,Hunt scallion,12.19
28,Campus Corner white sandwich bread,12.27
181,Balik's dried navy beans,9.44
86,Western Blvd mild salsa,5.44
32,Mr. Wuf's greek yogurt,2.19
164,Witherspoon no sugar added smoked turkey wing,6.43
135,Pullen Park fat-free turkey legs,7.47
123,Wolf Leader yogurt,12.64
193,DH Hill all-natural pork tenderloin,12.78
43,Reynold's sharp cheddar cheese,5.73
22,Wolfpack extra sharp cheddar cheese,1.87
1,Withers peanuts,7.39
246,Lake Raleigh multigrain sandwich bread,0.13
84,Jennings' gluten-free hazelnut spread,7.97
249,Howling Wolf organic vanilla pudding,13.68
40,Talley bacon,12.07
61,Withers organic cocktail sauce,0.76
13,Tuffy free range cupcake liners,1.36
141,Poe's vanilla ice cream,14.67
203,Ms. Wuf's pizza dough,4.55
63,Hunt non GMO sour cream,1.61
152,Hillsborough fat-free paper plates,8.91
117,Balik's lactose-free cookie dough,8.44
6,Avent Ferry toothpaste,10.38
159,Engineering low cholesterol cocktail sauce,3.08
128,Sturgill's non GMO coconut milk,3.17
219,Pack Pup red potato,8.46
66,Campus Corner white chocolate pudding,5.79
174,Talley instant mashed russet potatoes,3.87
116,Sturgill's non GMO deli turkey,12.38
231,Withers cage free english muffins,6.39
107,Leader of the Pack low cholesterol vanilla wafers,0.69
197,Avent Ferry no MSG added brown rice,3.49
212,Avent Ferry grain-free yogurt,14.03
146,Oval Drive extra sharp cheddar cheese,5.43
97,Vet School organic ham hock,1.78
42,Centennial smoked turkey leg,0.79
202,Witherspoon grain-free cookie cereal,8.45
99,Wolves Den worcestershire sauce,13.58
115,Thompkins fat-free mayonnaise,10.0
21,Fairgrounds fat-free vanilla frosting,5.17
136,Reynold's farfalle,4.66
90,State lactose-free pork tenderloin,5.85
105,Schmidt's non GMO sunflower seed butter,6.09
175,Tuffy shredded wheat cereal,1.26
46,Heil's ground cloves,4.3
155,Dan Allen free range mustard,5.67
5,Jennings' free range grits,4.63
137,Leader of the Pack canned lima beans,14.33
134,Withers fat-free oatmeal cookies,11.04
24,Harrelson kosher pickle spears,14.72
225,Leader of the Pack sharp cheddar cheese,4.76
98,Jennings' heavy cream,12.25
120,Engineering lactose-free chicken tenderloins,8.04
191,Leader of the Pack fat-free breadsticks,5.83
195,Withers peach jam,4.47
77,Pullen Park diet cola,3.74
57,Vet School diced tomatoes,10.3
131,Campus Corner cage free white rice,0.99
4,Pack organic multigrain sandwich bread,0.58
179,Vet School butter crackers,4.73
209,Gorman vanilla pudding,10.5
50,Wolves Den low-sodium toothpaste,9.49
88,Howling Wolf all-natural squash,0.46
148,Jennings' lactose-free cupcake liners,8.21
93,Wolfpack low cholesterol chicken tenderloins,5.38
39,Engineering apple jelly,5.53
221,Brown's orange soda,6.76
199,Engineering sweet potato,10.88
241,Wolf Leader cage free ibuprofen,14.15
2,Tuffy cholesterol-free shallot,2.82
229,Engineering grain-free whole nutmeg,3.36
70,Balik's rye bread,12.69
124,Wolfpack free range white rice,4.39
185,Dan Allen red potato,9.34
76,Pullen Park cholesterol-free whole turkey,12.8
95,Mr. Wuf's canned peas and carrots,8.9
236,Ms. Wuf's grain-free ground pork,0.67
215,Gorman canteloupe,12.09
223,Leader of the Pack whole cloves,4.43
48,Oval Drive macaroni and cheese,11.28
37,Withers spicy brown mustard,9.19
230,Pullen Park cholesterol-free smoky bbq sauce,8.85
12,Hillsborough gluten-free tomato,0.29
171,Main Campus vanilla ice cream,5.42
169,DH Hill aspirin,4.58
69,1812 shredded carrots,7.86
94,Gorman horseradish,6.83
75,Sturgill's toothpaste,12.85
183,Belltower grain-free orange cake mix,2.39
248,State cholesterol-free ground thyme,2.68
64,Daniels free range brown rice,8.11
78,Pack tomato paste,11.04
3,Harrelson dinner rolls,1.62
45,Wolf Leader yellow cake mix,10.57
106,Heil's cottage cheese,9.67
158,Red and White canned peas and carrots,7.02
55,Hillsborough lactose-free chocolate cream cookies,7.44
