PRODUCT_CODE,DESCRIPTION,PRICE
16296,North Shore sunflower seed butter,13.47
16295,Harrelson tomato paste,9.9
16294,Fairgrounds pork chops,13.55
16293,Howling Wolf paper towel,8.69
16292,Engineering free range canned garden peas,4.14
16291,Daniels shredded carrots,4.99
16290,Talley low cholesterol orange soda,8.0
16289,Hunt grain-free mustard,2.04
16288,Ms. Wuf's vanilla wafers,1.52
16287,King's orange frosting,9.73
16286,Ms. Wuf's non GMO mild taco seasoning,13.57
16285,Talley gluten-free macaroni and cheese,13.41
16284,Leader of the Pack cholesterol-free spicy salsa,0.58
16283,Poe's snack cake,1.55
16282,Pack gluten-free dish soap,2.86
16281,Howler diet cola,8.66
16280,Thompkins fresh cauliflower,3.79
16279,Hunt cholesterol-free turkey legs,14.71
16278,Farmer's whole nutmeg,4.12
16277,Farmer's all-natural red potato,7.46
16276,Farmer's white bread,10.1
16275,Witherspoon sunflower seed butter,9.28
16274,Talley vodka sauce,1.59
16273,Pack Pup butter popcorn,9.6
16272,DH Hill all-natural english muffins,1.29
16271,1812 ginger,1.16
16270,State coleslaw kit,14.7
16269,King's cholesterol-free birthday cake ice cream,10.59
16268,Campus Corner eggs,10.87
16267,Balik's all-natural cooked salad shrimp,14.62
16266,Engineering free range multigrain bread,7.36
16265,Oval Drive no MSG added paper plates,8.85
16264,Oval Drive coconut milk,10.44
16263,Brown's all-natural mild taco seasoning,9.03
16262,Farmer's fresh canned asparagus,0.67
16261,State cashew butter,4.18
16260,Wolfpack low-sodium smoky bbq sauce,6.21
16259,Vet School cholesterol-free smoked turkey leg,5.02
16258,Talley cholesterol-free raw salad shrimp,11.37
16257,Thompkins lactose-free fruit cups,7.3
16256,Howler non GMO lettuce,4.85
16255,Withers low cholesterol bell pepper,9.26
16254,Fairgrounds peanuts,3.43
16253,Jennings' butterscotch pudding,0.64
16252,Centennial cage free canned potatoes,12.44
16251,Leader of the Pack brown rice,1.36
16250,Main Campus dried great northern beans,13.09
16249,Hillsborough brown rice,4.75
16248,Vet School low cholesterol toothbrush,4.81
16247,Harrelson free range cheese crackers,6.96
16246,Reynold's liquid bleach,8.59
16245,Oval Drive biscuit mix,11.31
16244,Hunt canned garden peas,2.72
16243,Vet School corn chips,0.79
16242,Dan Allen no sugar added smoked turkey leg,1.85
16241,Poe's hazelnut spread,10.63
16240,Vet School peanut butter crackers,13.4
16239,Western Blvd canned creamed corn,1.44
16238,Engineering cholesterol-free shallot,13.01
16237,Wolf Leader no MSG added tilapia fillet,1.66
16236,Howling Wolf multigrain bread,5.24
16235,Leader of the Pack grain-free chicken thigh,7.14
16234,Fairgrounds raw medium shrimp,10.52
16233,Ms. Wuf's grain-free rye bread,10.82
16232,Harrelson taco kit,8.74
16231,Brown's all-natural vanilla frosting,14.01
16230,Centennial almond butter,2.62
16229,Schmidt's canned corn,11.85
16228,DH Hill toothbrush,3.23
16227,Howler no sugar added red currant jelly,3.66
16226,Jennings' free range thousand island dressing,0.91
16225,DH Hill no sugar added bell pepper,13.75
16224,Red and White dijon mustard,11.64
16223,Leader of the Pack chocolate pudding ,11.3
16222,Howler ground basil,1.66
16221,Hunt low-sodium kiwi,2.41
16220,Hunt chocolate ice cream,3.64
16219,Red and White all-natural mayonnaise,13.26
16218,North Shore tonic water,5.44
16217,Stinson chocolate pudding,9.32
16216,Ms. Wuf's buttercream frosting,2.25
16215,Heil's organic tomato sauce,4.29
16214,Witherspoon non GMO black pepper,2.47
16213,Hunt non GMO deodorant,14.01
16212,Wolves Den cholesterol-free pancake mix,3.74
16211,Vet School lactose-free grits,14.46
16210,DH Hill applesauce,12.49
16209,Brown's no MSG added cooked salad shrimp,13.15
16208,Wolf Leader king salmon fillet,5.88
16207,Engineering dijon mustard,9.89
16206,Heckman's non GMO dijon mustard,3.29
16205,Farmer's soy sauce,12.86
16204,Reynold's low-sodium thyme,3.58
16203,Reynold's mustard,3.08
16202,DH Hill spicy taco seasoning,10.7
16201,King's no sugar added canned blackeyed peas,8.33
16200,Sturgill's all-natural cola,13.61
16199,Heil's oatmeal cookies,9.32
16198,Hunt mustard,8.29
16197,Campus Corner low cholesterol greek yogurt,0.78
16196,Poe's orange,6.39
16195,Heil's pork chops,6.33
16194,State sour cream and cheddar chips,6.97
16193,Wolfpack raw medium shrimp,1.83
16192,Sturgill's non GMO canned peas and carrots,12.12
16191,DH Hill no MSG added deli turkey,9.84
16190,Avent Ferry fresh canteloupe,12.09
16189,Talley cholesterol-free taco shells,9.72
16188,King's no sugar added baked beans,7.71
16187,King's organic buttercream frosting,13.23
16186,Campus Corner ground cloves,13.41
16185,Pullen Park ginger,14.26
16184,Wolfpack seltzer water,7.8
16183,Engineering diet cola,11.13
16182,Engineering all-natural english muffins,2.63
16181,1812 free range tortilla chips,3.73
16180,Leader of the Pack gluten-free cookie dough,7.25
16179,Tuffy fresh peanuts,5.44
16178,Howling Wolf no sugar added chocolate ice cream,3.43
16177,Campus Corner granola bar,2.28
16176,Witherspoon low cholesterol cookie dough,2.73
16175,Heil's cauliflower,5.94
16174,Stinson tortellini,5.49
16173,Heil's paper towel,1.91
16172,Pullen Park tonic water,8.64
16171,Howling Wolf all-natural vodka sauce,6.32
16170,Hillsborough low cholesterol cooked medium shrimp,9.3
16169,State gluten-free toothpaste,10.23
16168,Daniels grain-free cornmeal,4.51
16167,Howler cabbage,7.16
16166,Wolf Leader organic broccoli,9.21
16165,Tuffy whole turkey,6.27
16164,Schmidt's cholesterol-free spicy taco sauce,4.38
16163,Sturgill's no sugar added frozen pepperoni pizza,9.16
16162,King's beef jerky,10.85
16161,Centennial breadsticks,14.31
16160,Dan Allen sausage,13.91
16159,Leader of the Pack no MSG added coconut milk,1.38
16158,1812 lactose-free mild taco seasoning,11.89
16157,Campus Corner free range honey mustard,9.67
16156,Vet School apple,3.32
16155,Brown's iced oatmeal cookies,12.5
16154,Pack free range grape jelly,4.37
16153,Engineering kosher dill pickles,5.59
16152,Wolfpack macaroni and 5 cheese,10.62
16151,Brown's taco kit,12.11
16150,Stinson whole chicken,4.57
16149,Belltower fat-free caesar croutons,5.45
16148,Leader of the Pack smoked ham hock,1.84
16147,1812 non GMO dried lima beans,4.97
16146,Wolf Leader no MSG added sourdough bread,3.18
16145,Centennial gluten-free peanut butter crackers,11.78
16144,Pullen Park pretzels,1.02
16143,Daniels kosher pickle spears,0.49
16142,Engineering raw medium shrimp,0.54
16141,1812 low cholesterol ground rosemary,8.55
16140,DH Hill non GMO biscuit mix,13.49
16139,Western Blvd corn chips,3.72
16138,King's canteloupe,12.17
16137,Campus Corner marinara sauce,14.08
16136,Oval Drive fresh frozen meat pizza,11.44
16135,Thompkins bell pepper,3.31
16134,Reynold's bell pepper,9.48
16133,Witherspoon kosher dill pickles,13.66
16132,Thompkins mild salsa,7.91
16131,Farmer's biscuit mix,1.44
16130,Heil's all-natural canned garden peas,0.79
16129,Avent Ferry gluten-free orange marmalade,12.82
16128,Reynold's smoked turkey wing,11.78
16127,Ms. Wuf's paper towel,8.91
16126,Pack Pup canned lima beans,10.71
16125,Farmer's no sugar added canned potatoes,14.51
16124,Belltower peach jam,8.36
16123,Brown's low cholesterol kosher pickle spears,3.03
16122,Reynold's canned asparagus,14.31
16121,Campus Corner mild taco sauce,1.48
16120,Harrelson gluten-free scallion,5.63
16119,Mr. Wuf's jasmine rice,5.79
16118,Harrelson low-sodium pizza dough,13.56
16117,Sturgill's fat-free tilapia fillet,4.8
16116,Howling Wolf spicy salsa,13.29
16115,State instant mashed russet potatoes,6.5
16114,Howler grain-free jasmine rice,2.55
16113,Pullen Park grain-free paper plates,10.66
16112,Pack Pup no sugar added granola bar,10.8
16111,Witherspoon vanilla pudding,10.77
16110,Dan Allen chocolate frosting,6.55
16109,Howling Wolf almond butter,11.22
16108,Pack non GMO hand soap,8.36
16107,Avent Ferry grain-free iodized salt,4.19
16106,Witherspoon fat-free tomato puree,14.94
16105,Withers plain potato chips,6.45
16104,Schmidt's canned mystery meat,10.71
16103,DH Hill sockeye salmon fillet,7.17
16102,Main Campus yellow cake mix,4.47
16101,Poe's saltine crackers,12.73
16100,King's chicken breast,0.31
16099,Engineering fresh diet cola,13.36
16098,Sturgill's no MSG added tortilla chips,7.21
16097,Tuffy cage free salsa verde,7.55
16096,Daniels greek yogurt,11.31
16095,Balik's organic cocktail sauce,4.56
16094,Avent Ferry fresh raw medium shrimp,1.21
16093,Sturgill's non GMO thousand island dressing,7.52
16092,Campus Corner vodka sauce,7.51
16091,Balik's seasoned croutons,4.27
16090,King's whole chicken,13.47
16089,Leader of the Pack all-natural vanilla frosting,8.95
16088,Wolves Den white onion,10.76
16087,Talley seasoned croutons,13.11
16086,King's fat-free english muffins,0.26
16085,Leader of the Pack seasoned croutons,0.82
16084,Withers grain-free paper towel,12.94
16083,Schmidt's black pepper,3.92
16082,Campus Corner no MSG added chicken thigh,11.23
16081,Wolfpack free range broccoli,6.59
16080,Reynold's cholesterol-free paper utensils,1.64
16079,Ms. Wuf's organic spaghetti noodles,14.93
16078,Heil's fat-free raw large shrimp,5.44
16077,North Shore tomato puree,8.19
16076,Mr. Wuf's ground allspice,2.64
16075,Wolf Leader orange frosting,11.68
16074,Wolves Den lettuce,2.84
16073,Howling Wolf ground pork,9.59
16072,Lake Raleigh gluten-free mustard,1.79
16071,Gorman enchilada sauce,7.95
16070,Reynold's fresh onion powder,6.6
16069,Farmer's gluten-free ground chicken,7.75
16068,Daniels cupcake liners,13.07
16067,Gorman orange frosting,0.24
16066,DH Hill lactose-free green chilis,4.16
16065,Sturgill's low-sodium bandages,1.87
16064,Thompkins organic ground beef,0.3
16063,Campus Corner fresh orange cake mix,12.52
16062,State all-natural cocktail sauce,14.72
16061,Pack Pup cookie cereal,3.52
16060,Wolf Leader shampoo,8.28
16059,Hunt brown rice,1.29
16058,Hunt fresh ground cloves,4.6
16057,Vet School gluten-free bandages,9.56
16056,Lake Raleigh low-sodium tonic water,3.96
16055,Reynold's tilapia fillet,10.49
16054,Dan Allen macaroni and cheese,11.66
16053,Poe's no MSG added beef jerky,13.0
16052,1812 fat-free dried great northern beans,3.98
16051,Poe's no sugar added peanut butter,10.63
16050,Wolves Den hazelnut spread,12.36
16049,Pack Pup free range beef jerky,3.19
16048,Fairgrounds cupcake liners,10.9
16047,Hillsborough cage free thyme leaves,0.01
16046,Heil's no sugar added sour cream and onion chips,5.66
16045,Heil's broccoli,12.77
16044,Daniels chocolate pudding ,13.87
16043,Jennings' bandages,10.81
16042,Campus Corner free range pumpkin pie spice,13.92
16041,Reynold's spaghetti noodles,0.34
16040,Engineering iced oatmeal cookies,6.34
16039,Western Blvd all-natural snack cake,7.24
16038,Western Blvd grain-free cheese crackers,0.21
16037,Mr. Wuf's cooked large shrimp,7.39
16036,Heil's canned green beans,10.43
16035,Harrelson almond butter,2.57
16034,Howler organic canned corn,5.07
16033,Brown's cage free peanut butter crackers,13.96
16032,Red and White non GMO cupcake liners,13.0
16031,Centennial cholesterol-free blue potato,7.03
16030,Dan Allen fresh dried lentils,13.12
16029,Harrelson low cholesterol brown rice,10.44
16028,Pack Pup low cholesterol black pepper,11.58
16027,Dan Allen grain-free yogurt,6.75
16026,Daniels organic heavy cream,2.63
16025,Howler lactose-free floss,7.08
16024,Witherspoon mozzerella cheese,5.0
16023,Tuffy fresh peanuts,12.7
16022,Brown's fat-free apple,14.75
16021,Wolfpack hazelnut spread,12.3
16020,Fairgrounds black pepper,3.34
16019,Fairgrounds organic hand soap,12.48
16018,Brown's fresh whole cloves,1.12
16017,North Shore organic dried navy beans,13.06
16016,Mr. Wuf's multigrain tortilla chips,13.99
16015,Heckman's no sugar added apple,12.69
16014,Withers onion powder,6.93
16013,Sturgill's ground chicken,10.58
16012,Heil's no sugar added cooked jumbo shrimp,5.82
16011,Belltower free range 8-inch tortilla,8.81
16010,Heckman's cage free smoked turkey leg,13.07
16009,North Shore cholesterol-free turkey legs,11.92
16008,Centennial lactose-free tomato puree,2.39
16007,Tuffy low cholesterol cauliflower,13.58
16006,Pack Pup white sandwich bread,10.33
16005,Jennings' buttercream frosting,2.27
16004,Poe's organic turkey breast,3.06
16003,Ms. Wuf's low-sodium turkey breast,1.42
16002,Gorman grape jelly,10.8
16001,Stinson frozen pepperoni pizza,4.0
16000,Western Blvd dried great northern beans,13.84
15999,Heckman's whole black peppercorns,1.74
15998,Withers shredded carrots,12.47
15997,Red and White lactose-free cooked jumbo shrimp,14.06
15996,Farmer's ground mustard,5.66
15995,Daniels cage free yukon gold potato,3.44
15994,Leader of the Pack lactose-free tortilla chips,9.1
15993,Fairgrounds low cholesterol dish soap,6.63
15992,Centennial no sugar added pancake mix,3.44
15991,Poe's all-natural bandages,0.42
15990,Dan Allen soy sauce,5.16
15989,Mr. Wuf's organic cauliflower,9.75
15988,Pullen Park low cholesterol horseradish,10.92
15987,Lake Raleigh cheery-o cereal,5.23
15986,Engineering macaroni and 5 cheese,4.49
15985,DH Hill thousand island dressing,1.91
15984,Daniels grain-free fruit cups,4.99
15983,Western Blvd non GMO rye bread,11.44
15982,Daniels free range onion powder,8.52
15981,Heil's fat-free sour cream,11.23
15980,Heckman's extra sharp cheddar cheese,8.15
15979,Avent Ferry fat-free apple,7.24
15978,Fairgrounds fresh spicy taco sauce,8.3
15977,Brown's canned green beans,6.2
15976,Main Campus cholesterol-free angel hair noodles,12.25
15975,Centennial gluten-free half and half,7.0
15974,Wolves Den chicken breast,0.98
15973,Hillsborough no sugar added cola,6.91
15972,Pack extra sharp cheddar cheese,14.32
15971,Campus Corner cupcake liners,9.52
15970,Howler tomato paste,0.76
15969,Schmidt's no MSG added iced oatmeal cookies,9.14
15968,Withers low-sodium italian dressing,14.35
15967,Wolfpack cheery-o cereal,8.42
15966,Pack fruit cups,0.22
15965,Red and White mouthwash,3.2
15964,Stinson tortilla chips,13.18
15963,Balik's lactose-free thyme leaves,11.42
15962,Wolf Leader fresh white onion,12.37
15961,Mr. Wuf's no sugar added jalapeno pepper,9.06
15960,Campus Corner no MSG added chocolate ice cream,14.39
15959,State fat-free thick-cut bacon,0.14
15958,Centennial non GMO frozen supreme pizza,1.41
15957,Wolf Leader low-sodium raw medium shrimp,1.19
15956,Engineering lite soy sauce,3.16
15955,Mr. Wuf's grain-free italian salad kit,8.85
15954,Hunt no MSG added butterscotch pudding,1.74
15953,Reynold's all-natural smoked ham hock,3.4
15952,Campus Corner non GMO cooked jumbo shrimp,1.54
15951,Thompkins broccoli,8.32
15950,Howling Wolf sharp cheddar cheese,12.84
15949,Engineering pork chops,11.93
15948,Daniels gluten-free pineapple,5.13
15947,Pack dried great northern beans,7.93
15946,Schmidt's pancake mix,2.05
15945,Dan Allen cholesterol-free vanilla pudding,6.94
15944,Western Blvd gluten-free butter crackers,2.1
15943,1812 rosemary leaves,3.17
15942,Poe's low cholesterol cooked large shrimp,11.47
15941,Dan Allen fat-free basmati rice,5.32
15940,Tuffy canned carrots,4.09
15939,Heckman's gluten-free rye bread,6.06
15938,Howler cage free tomato and basil sauce,5.91
15937,Harrelson iced oatmeal cookies,5.46
15936,Dan Allen cholesterol-free fruity cereal,13.21
15935,King's fresh vanilla frosting,3.94
15934,Hillsborough no MSG added waffle cones,1.36
15933,Red and White angel hair noodles,7.22
15932,Mr. Wuf's non GMO orange frosting,8.69
15931,Farmer's gluten-free apple,3.7
15930,Thompkins thousand island dressing,14.84
15929,Thompkins non GMO kiwi,9.62
15928,Mr. Wuf's taco kit,9.4
15927,Hunt basil leaves,9.8
15926,Withers apple,11.19
15925,Gorman canned chickpeas,7.61
15924,Wolf Leader bandages,14.27
15923,Centennial fruit cups,8.28
15922,Poe's organic sour cream and onion chips,0.7
15921,Farmer's non GMO lettuce,7.58
15920,Ms. Wuf's fat-free apple,3.96
15919,Oval Drive ibuprofen,12.0
15918,Wolves Den fresh cookie dough,7.41
15917,Brown's fresh bread flour,4.38
15916,Mr. Wuf's yellow onion,1.21
15915,Schmidt's cage free canned creamed corn,12.29
15914,Harrelson soy sauce,9.79
15913,1812 non GMO chili sauce,12.39
15912,Engineering no MSG added cinnamon toast cereal,6.76
15911,Engineering paper utensils,7.04
15910,Talley cookie cereal,12.19
15909,Ms. Wuf's eggs,8.21
15908,Fairgrounds fresh sweet potato,7.32
15907,Main Campus marinara sauce,1.14
15906,Avent Ferry scallion,0.58
15905,Wolves Den canned mystery meat,1.03
15904,Lake Raleigh tomato,12.76
15903,Thompkins tomato and basil sauce,14.12
15902,Avent Ferry lemon,10.18
15901,Avent Ferry gluten-free yellow cake mix,7.25
15900,Heckman's ground allspice,12.4
15899,Mr. Wuf's chocolate ice cream,0.7
15898,Pullen Park 8-inch tortilla,13.34
15897,Balik's free range apple,1.16
15896,Brown's multigrain tortilla chips,7.55
15895,Main Campus low cholesterol ground rosemary,2.84
15894,Jennings' no sugar added coconut cake mix,4.63
15893,Hillsborough lactose-free dijon mustard,6.36
15892,Hunt peanut butter crackers,14.36
15891,Leader of the Pack plain croutons,11.66
15890,Poe's grain-free heavy cream,10.12
15889,Heckman's cholesterol-free canned peas and carrots,2.16
15888,Poe's grape soda,13.88
15887,Dan Allen free range raw jumbo shrimp,7.41
15886,Heil's neopolitan ice cream,7.92
15885,Lake Raleigh cheese crackers,10.89
15884,Hillsborough smoked turkey leg,9.73
15883,Balik's white chocolate pudding,10.67
15882,Fairgrounds fat-free banana,9.01
15881,Pack Pup fresh pretzels,4.45
15880,Hillsborough fat-free greek yogurt,14.96
15879,Heckman's low-sodium blue potato,8.9
15878,Ms. Wuf's tomato paste,14.67
15877,Balik's fresh 10-inch tortilla,8.45
15876,Wolf Leader cola,0.78
15875,King's free range hazelnut spread,6.17
15874,Heckman's caesar croutons,10.13
15873,Engineering red onion,5.94
15872,Fairgrounds organic canned garden peas,5.57
15871,Gorman cage free chicken thigh,10.68
15870,DH Hill fresh banana,11.63
15869,Schmidt's no MSG added macaroni and cheese,12.05
15868,Hunt no sugar added canned biscuits,10.3
15867,Brown's non GMO ranch dressing,0.79
15866,Engineering cholesterol-free diet cola,7.68
15865,Sturgill's bread flour,13.49
15864,Tuffy banana,4.65
15863,Campus Corner waffle cones,4.49
15862,State whole turkey,14.15
15861,Ms. Wuf's non GMO baked beans,4.34
15860,King's cholesterol-free king salmon fillet,13.08
15859,Belltower no MSG added carrot sticks,0.55
15858,Gorman ground beef,2.32
15857,Ms. Wuf's lactose-free kiwi,7.26
15856,King's no MSG added apple jelly,13.04
15855,Fairgrounds instant mashed russet potatoes,12.88
15854,Witherspoon whole chicken,2.91
15853,Leader of the Pack no sugar added chili powder,1.08
15852,Pack Pup 8-inch tortilla,9.59
15851,Hillsborough fat-free apple,14.39
15850,Tuffy ground rosemary,11.74
15849,Pullen Park no sugar added chocolate cake mix,11.48
15848,Heckman's extra sharp cheddar cheese,14.37
15847,Hillsborough gluten-free laundry detergent,13.6
15846,Wolf Leader lactose-free chicken thigh,5.76
15845,Engineering dinner rolls,14.59
15844,Farmer's birthday cake ice cream,1.46
15843,Hillsborough non GMO canned garden peas,7.3
15842,State ground mustard,6.78
15841,Witherspoon grain-free peanut butter,6.09
15840,King's cookie cereal,5.55
15839,Oval Drive free range ground turkey,7.71
15838,North Shore cage free whole nutmeg,10.65
15837,Dan Allen vanilla pudding,14.8
15836,Ms. Wuf's free range italian dressing,14.66
15835,Thompkins tomato and basil sauce,8.03
15834,Leader of the Pack gluten-free deli roast beef,7.67
15833,Western Blvd waffle cones,0.47
15832,Withers ranch dressing,4.1
15831,Balik's yukon gold potato,7.76
15830,State low-sodium apple,12.1
15829,Campus Corner pretzel sticks,10.58
15828,Hillsborough fresh pork tenderloin,1.05
15827,Witherspoon almond butter,11.22
15826,Farmer's fat-free spicy taco sauce,9.72
15825,Red and White lactose-free jalapeno pepper,5.25
15824,Ms. Wuf's chocolate cream cookies,0.34
15823,Howling Wolf lactose-free deli roast beef,10.13
15822,Wolf Leader ice cream cones,0.76
15821,State soy sauce,12.83
15820,Pack Pup all-natural canned carrots,12.02
15819,Pullen Park garlic powder,12.25
15818,Gorman oatmeal cookies,14.71
15817,Red and White thousand island dressing,1.91
15816,Avent Ferry rye bread,4.02
15815,Witherspoon beef jerky,5.2
15814,Balik's low cholesterol cheese crackers,12.76
15813,Pullen Park white sandwich bread,5.57
15812,Campus Corner cookie butter,8.52
15811,Hillsborough grape jelly,1.39
15810,Hunt grits,0.11
15809,Howling Wolf all-natural canned mystery meat,12.8
15808,Mr. Wuf's orange marmalade,0.18
15807,Hunt cage free soy sauce,11.25
15806,Heil's grain-free apple,5.42
15805,Avent Ferry salsa verde,10.71
15804,Poe's beef jerky,4.34
15803,Poe's lemon,3.98
15802,Dan Allen lactose-free ginger,14.65
15801,Leader of the Pack whole chicken,9.87
15800,Hillsborough cheese crackers,12.97
15799,State instant mashed russet potatoes,14.53
15798,Pack Pup cage free canned blackeyed peas,2.79
15797,Pack grain-free macaroni and cheese with broccoli,8.18
15796,State cage free broccoli,4.82
15795,Witherspoon non GMO rye bread,10.08
15794,DH Hill non GMO cooked medium shrimp,7.79
15793,DH Hill organic orange marmalade,14.37
15792,Wolfpack free range carrot,9.56
15791,Hillsborough turkey wings,11.96
15790,Sturgill's spicy taco seasoning,12.46
15789,Avent Ferry ground pork,12.96
15788,Lake Raleigh chicken tenderloins,2.14
15787,Oval Drive mouthwash,12.75
15786,Poe's all-natural deli turkey,2.68
15785,Hillsborough fresh pizza dough,0.54
15784,Campus Corner bell pepper,8.63
15783,Dan Allen basmati rice,12.73
15782,Jennings' no MSG added lemonade,3.73
15781,Engineering canned corn,0.29
15780,Pullen Park low-sodium cooked salad shrimp,10.4
15779,Vet School low-sodium canned blackeyed peas,2.48
15778,Wolfpack thousand island dressing,1.77
15777,Wolves Den turkey breast,4.95
15776,Harrelson multigrain bread,5.7
15775,Farmer's carrot sticks,8.82
15774,Poe's organic canned peas and carrots,0.83
15773,Oval Drive low-sodium italian salad kit,12.42
15772,Pullen Park fat-free pineapple,9.64
15771,Centennial toothpaste,9.6
15770,Witherspoon organic dish soap,4.54
15769,Campus Corner no sugar added mozzerella cheese,3.8
15768,Avent Ferry hazelnut spread,12.26
15767,Balik's low-sodium ground allspice,11.55
15766,Avent Ferry chocolate ice cream,13.53
15765,Hillsborough okra,14.29
15764,Western Blvd deodorant,10.94
15763,Gorman kiwi,9.77
15762,Daniels vanilla pudding,2.2
15761,Heil's canteloupe,14.84
15760,Howler free range canned green beans,13.5
15759,1812 cholesterol-free shallot,12.61
15758,King's thyme,3.5
15757,Howler non GMO shallot,11.55
15756,DH Hill fresh cabbage,6.8
15755,Pullen Park canned lima beans,10.78
15754,Vet School all-natural plain croutons,0.27
15753,Howler non GMO instant mashed russet potatoes,3.61
15752,Reynold's mozzerella cheese,1.66
15751,Campus Corner italian salad kit,14.49
15750,Vet School macaroni and 5 cheese,9.4
15749,Wolf Leader coleslaw kit,2.38
15748,Avent Ferry all-natural carolina bbq sauce,13.2
15747,Wolf Leader all-natural cola,8.86
15746,Vet School tortilla chips,12.13
15745,Heil's low-sodium eggs,1.64
15744,Hillsborough deli chicken,0.53
15743,Jennings' low-sodium 10-inch tortilla,0.83
15742,Main Campus gluten-free dish soap,2.4
15741,Mr. Wuf's raw large shrimp,0.9
15740,Heckman's canned peas and carrots,0.35
15739,Pullen Park all-natural squash,2.96
15738,Pullen Park fresh ground allspice,3.95
15737,Mr. Wuf's chicken thigh,3.85
15736,State carrot sticks,7.05
15735,North Shore fresh tortilla chips,11.78
15734,Campus Corner applesauce,12.36
15733,Schmidt's all-natural biscuit mix,14.99
15732,Witherspoon no sugar added whole nutmeg,5.12
15731,Stinson thick-cut bacon,10.77
15730,Withers low cholesterol canned corn,11.62
15729,State multigrain sandwich bread,0.56
15728,Howler fat-free peanut butter crackers,5.96
15727,Daniels lemonade,9.9
15726,Daniels bandages,7.78
15725,Jennings' banana,13.22
