PRODUCT_CODE,DESCRIPTION,PRICE
75,Lake Raleigh pork chops,3.64
76,Pullen Park multigrain sandwich bread,11.21
77,Main Campus smoked sausage,13.36
78,Harrelson neopolitan ice cream,14.46
79,Oval Drive canned asparagus,2.76
80,Wolfpack no sugar added unsalted butter,5.44
81,King's grain-free canned lima beans,8.01
82,Balik's thyme leaves,2.06
83,Howler pork chops,5.87
84,Hunt broccoli,10.98
85,Stinson no MSG added tomato,2.14
86,North Shore vanilla wafers,3.13
87,Jennings' cage free coleslaw kit,13.33
88,Main Campus no MSG added unsalted butter,2.41
89,Main Campus fresh worcestershire sauce,9.62
90,Stinson horseradish,3.01
91,Withers diet cola,0.4
92,King's all-natural tonic water,6.35
93,Main Campus lactose-free black pepper,12.12
94,Heil's all-natural butter crackers,3.18
95,Daniels gluten-free spicy salsa,13.48
96,Pack Pup low cholesterol kosher dill pickles,11.54
97,Ms. Wuf's grape jelly,2.96
98,Gorman banana,9.78
99,Poe's all-natural blue potato,2.15
100,Gorman non GMO cooked salad shrimp,10.7
101,Farmer's low cholesterol whole cloves,8.86
102,Gorman neopolitan ice cream,9.61
103,Mr. Wuf's diet cola,3.25
104,Wolves Den cooked medium shrimp,2.84
105,Poe's cheery-o cereal,5.07
106,King's pineapple,12.61
107,Farmer's free range black pepper,11.02
108,Thompkins macaroni and 5 cheese,12.74
109,Avent Ferry no sugar added whole nutmeg,0.9
110,Centennial whole black peppercorns,0.95
111,Talley lactose-free cabbage,8.93
112,Heckman's no sugar added lite soy sauce,2.54
113,Main Campus cholesterol-free banana,8.72
114,Main Campus smoked turkey leg,3.07
115,Leader of the Pack cage free corn chips,9.58
116,Farmer's dried great northern beans,8.39
117,Schmidt's chocolate pudding,6.66
118,Heckman's fruit cups,8.31
119,Oval Drive seasoned croutons,1.12
120,Schmidt's low cholesterol turkey legs,8.55
121,Ms. Wuf's no MSG added smoked turkey leg,3.77
122,Pack no MSG added angel hair noodles,11.33
123,Mr. Wuf's lactose-free grape jelly,4.76
124,Poe's low-sodium waffle cones,2.16
125,Howler cholesterol-free grits,10.44
126,North Shore gluten-free pretzel sticks,8.91
127,Ms. Wuf's farfalle,3.56
128,Thompkins non GMO carolina bbq sauce,14.71
129,Dan Allen cheery-o cereal,14.81
130,Campus Corner tonic water,10.57
131,Red and White fat-free cashew butter,1.53
132,King's fresh sweet pickle cubes,9.99
133,Lake Raleigh low cholesterol sausage,10.52
134,Main Campus deli chicken,11.26
135,Mr. Wuf's sourdough bread,6.84
136,Howler heavy cream,1.69
137,Tuffy tomato,12.33
138,Wolves Den cholesterol-free chocolate chip cookies,11.91
139,Poe's toothpaste,10.53
140,Engineering no MSG added ground cloves,9.69
141,Heckman's lactose-free worcestershire sauce,7.22
142,Heckman's bandages,0.77
143,Lake Raleigh white sandwich bread,6.06
144,Engineering tomato puree,12.85
145,DH Hill fat-free cooked salad shrimp,5.62
146,Heil's taco shells,12.49
147,Pack chocolate cake mix,1.8
148,Talley worcestershire sauce,12.47
149,Reynold's ginger,14.02
150,Talley tomato puree,9.52
151,Vet School whole peeled tomatoes,13.47
152,Howler low-sodium dish soap,5.0
153,Fairgrounds lactose-free chocolate frosting,11.7
154,Wolves Den whole peeled tomatoes,7.13
155,Fairgrounds fresh raw large shrimp,12.75
156,Brown's gluten-free extra sharp cheddar cheese,14.99
157,Reynold's kosher dill pickles,11.27
158,Heil's iced oatmeal cookies,5.22
159,Centennial smoked sausage,7.42
160,Poe's no MSG added red onion,0.76
161,Withers cholesterol-free marinara sauce,10.51
162,Wolf Leader fresh cheery-o cereal,7.76
163,Vet School fat-free jasmine rice,4.88
164,Pullen Park dish soap,4.73
165,Daniels buttercream frosting,6.37
166,Vet School cage free canned corn,3.56
167,Oval Drive low cholesterol chili sauce,12.79
168,Thompkins chicken breast,8.32
169,Gorman frozen pepperoni pizza,1.32
170,Pullen Park peanuts,7.35
171,Wolf Leader mild salsa,1.63
172,Fairgrounds no MSG added salsa verde,13.65
173,Howler chicken breast,5.3
174,Heckman's fat-free fig preserves,11.66
175,Reynold's cage free toilet paper,10.62
176,Heil's cage free soy sauce,4.11
177,Pullen Park basmati rice,12.29
178,Dan Allen lactose-free vodka sauce,14.75
179,Harrelson organic carrot sticks,13.73
180,Western Blvd no MSG added sockeye salmon fillet,5.79
181,Schmidt's lactose-free cheese popcorn,5.02
182,Leader of the Pack canned carrots,2.89
183,Dan Allen organic whole nutmeg,6.47
184,Western Blvd bread flour,11.99
185,Red and White 8-inch tortilla,7.83
186,Withers low-sodium tomato sauce,9.03
187,Belltower lamb chop,4.99
188,Vet School free range basil leaves,12.2
189,Wolfpack low-sodium chicken thigh,1.83
190,Pullen Park no sugar added seasoned croutons,5.69
191,Brown's spicy taco sauce,13.72
192,Daniels grain-free neopolitan ice cream,3.41
193,Jennings' low-sodium syrup,8.21
194,Jennings' non GMO cheese crackers,2.8
195,Lake Raleigh grain-free chocolate chip cookies,6.58
196,Wolf Leader shredded wheat cereal,8.48
197,Poe's free range self-rising flour,12.37
198,Harrelson fresh sausage,6.35
199,Main Campus grain-free peanut butter,0.19
200,Belltower seasoned croutons,8.5
201,Talley heavy cream,9.21
202,Wolves Den fat-free taco kit,3.87
203,Campus Corner gluten-free squash,3.16
204,Wolves Den seasoned croutons,14.07
205,Wolves Den no sugar added apple,1.75
206,Sturgill's cage free waffle cones,3.24
207,Reynold's toilet paper,11.4
208,Campus Corner all-natural sour cream,10.63
209,Daniels lactose-free cookie dough,12.54
210,Sturgill's grain-free marinara sauce,14.15
211,King's tomato paste,8.44
212,Balik's deli chicken,9.73
213,Howling Wolf organic chili sauce,14.15
214,North Shore deodorant,13.52
215,Heil's no sugar added toilet paper,1.71
216,Schmidt's salted butter,0.4
217,Ms. Wuf's chili powder,5.17
218,1812 low cholesterol canned green beans,11.74
219,Engineering fresh chili powder,11.85
220,Belltower non GMO pretzel sticks,0.1
221,King's mayonnaise,14.67
222,Harrelson fresh yukon gold potato,3.03
223,Schmidt's beef jerky,11.1
224,Avent Ferry cashew butter,14.28
225,Engineering dried lima beans,11.3
226,Farmer's hot dog chili,4.49
227,Western Blvd blue potato,3.7
228,Wolves Den low cholesterol cooked large shrimp,8.43
229,State free range sausage,8.35
230,Lake Raleigh thousand island dressing,13.39
231,Western Blvd fat-free mustard,14.56
232,Pack Pup low cholesterol cookie cereal,5.65
233,King's paper towel,5.1
234,Schmidt's mayonnaise,11.83
235,DH Hill multigrain tortilla chips,13.57
236,Wolves Den shampoo,5.45
237,Tuffy non GMO chocolate chip cookies,7.18
238,Brown's dried lentils,7.76
239,Hunt chicken tenderloins,11.51
240,Fairgrounds grain-free diced tomatoes,7.23
241,Avent Ferry pretzel sticks,2.89
242,Ms. Wuf's corn chips,2.2
243,King's paper utensils,12.13
244,Reynold's chocolate bar,14.45
245,Pack cooked medium shrimp,0.04
246,Harrelson butter crackers,10.04
247,Centennial no sugar added fruity cereal,14.75
248,Wolves Den all-natural salted butter,12.27
249,Howler white bread,6.73
250,Stinson cookie butter,7.51
251,Thompkins 6-inch tortilla,6.52
252,Daniels seltzer water,11.66
253,Harrelson all-natural deli turkey,14.75
254,North Shore no MSG added cornmeal,7.6
255,Jennings' no sugar added sour cream and onion chips,8.15
256,Heil's no sugar added pork tenderloin,1.67
257,Belltower no sugar added canned asparagus,3.53
258,Tuffy low cholesterol yogurt,10.81
259,State banana,3.35
260,DH Hill no sugar added paper utensils,14.59
261,Pack no sugar added white sandwich bread,14.14
262,Heckman's toothbrush,11.72
263,Leader of the Pack hazelnut spread,11.97
264,Heckman's raw jumbo shrimp,10.17
265,Fairgrounds gluten-free cauliflower,11.23
266,DH Hill no MSG added almond butter,3.22
267,Engineering fresh mild taco sauce,9.08
268,Heil's seasoned croutons,10.89
269,Ms. Wuf's bandages,7.42
270,Vet School canned peas and carrots,1.15
271,Western Blvd free range cheddar cheese,4.91
272,Centennial cilantro,7.54
273,Poe's canned mystery meat,2.78
274,Pack Pup toothpaste,14.77
275,Schmidt's cholesterol-free peanut butter,7.42
276,Leader of the Pack low cholesterol canned mystery meat,6.13
277,Daniels ricotta cheese,4.86
278,Howler lactose-free spicy taco seasoning,13.34
279,Stinson organic salted butter,14.43
280,Red and White seasoned croutons,1.54
281,Hillsborough cholesterol-free floss,14.37
282,Gorman applesauce,6.34
283,Sturgill's sweet potato,3.79
284,Sturgill's all-natural vanilla wafers,4.01
285,Main Campus fresh mild taco seasoning,0.82
286,Stinson no MSG added basmati rice,8.58
287,Gorman fresh lime,2.51
288,Stinson gluten-free canned lima beans,3.98
289,Main Campus grain-free whole nutmeg,2.55
290,Ms. Wuf's all-natural spicy salsa,14.73
291,Centennial all-natural ibuprofen,13.2
292,Withers gluten-free liquid bleach,11.34
293,Withers no sugar added kiwi,8.46
294,Wolfpack lemon frosting,10.55
295,DH Hill ham hock,13.56
296,Thompkins no sugar added cauliflower,2.04
297,North Shore smoked sausage,4.47
298,Leader of the Pack cholesterol-free butterscotch pudding,13.53
299,Fairgrounds lemon cake mix,14.2
300,Red and White lactose-free peanut butter and jelly,9.94
301,Jennings' cheese popcorn,5.63
302,Sturgill's cage free tomato and basil sauce,4.63
303,Mr. Wuf's grain-free chocolate pudding ,7.69
304,Ms. Wuf's fat-free chicken breast,6.04
305,Withers lactose-free carolina bbq sauce,7.25
306,Avent Ferry free range coconut milk,10.19
307,Wolfpack whole black peppercorns,3.75
308,Wolfpack kiwi,8.79
309,Talley non GMO cupcake liners,12.22
310,North Shore low cholesterol smoked sausage,11.56
311,Stinson cholesterol-free beef roast,10.0
312,Reynold's fresh orange marmalade,13.2
313,Farmer's sweet potato,14.84
314,Centennial hot dog chili,8.08
315,Stinson no MSG added marinara sauce,13.3
316,Witherspoon free range okra,13.34
317,DH Hill fat-free pretzel sticks,12.63
318,Howler chocolate cream cookies,13.68
319,State no MSG added mild cheddar cheese,10.23
320,Pack fat-free brown rice,8.45
321,Reynold's no MSG added canned corn,6.37
322,Harrelson low cholesterol birthday cake ice cream,2.81
323,Howler sausage,2.87
324,Oval Drive pretzel sticks,12.24
325,Hillsborough paper utensils,10.64
326,Ms. Wuf's all-natural bell pepper,6.06
327,DH Hill canned blackeyed peas,11.58
328,Engineering all-natural canned mystery meat,12.78
329,Stinson thick-cut bacon,7.03
330,Daniels all-natural plain potato chips,13.18
331,Howling Wolf no sugar added liquid bleach,12.13
332,Pack Pup iodized salt,10.53
333,Avent Ferry low-sodium seasoned croutons,14.96
334,Howler lactose-free sour cream and onion chips,0.42
335,Witherspoon fresh sour cream and onion chips,9.33
336,Fairgrounds turkey wings,11.57
337,Farmer's organic chocolate chip cookies,9.48
338,Hillsborough fresh dried lima beans,9.64
339,Sturgill's cookie cereal,8.93
340,DH Hill whole cloves,6.8
341,Gorman pork chops,4.54
342,Main Campus low cholesterol kosher dill pickles,10.68
343,Gorman thousand island dressing,0.56
344,Pullen Park toilet paper,1.82
345,Lake Raleigh cheese popcorn,9.38
346,Oval Drive no MSG added tortilla chips,6.21
347,Balik's cage free lemonade,2.32
348,Ms. Wuf's free range farfalle,12.62
349,Talley beef jerky,5.32
350,DH Hill low-sodium cocktail sauce,12.91
351,Avent Ferry low-sodium raw large shrimp,11.76
352,King's low cholesterol instant mashed red potatoes,2.15
353,Schmidt's sweet pickle cubes,3.93
354,Centennial snack cake,2.09
355,Wolf Leader organic yellow onion,0.31
356,Mr. Wuf's all-natural ranch dressing,12.73
357,Howler deli ham,13.14
358,Dan Allen grain-free ground chicken,14.61
359,North Shore no sugar added cauliflower,10.23
360,Harrelson cheddar cheese,8.21
361,Centennial whole cloves,3.68
362,Balik's organic white bread,9.92
363,Lake Raleigh all-natural pretzel sticks,7.24
364,Dan Allen low-sodium mild cheddar cheese,9.54
365,Pullen Park gluten-free eggs,5.45
366,Witherspoon pizza dough,9.31
367,Daniels aspirin,14.05
368,Pack Pup eggs,1.47
369,Vet School low-sodium eggs,1.52
370,Red and White red currant jelly,11.99
371,Witherspoon cage free pretzels,10.27
372,DH Hill dijon mustard,3.76
373,Pack Pup cauliflower,7.12
374,DH Hill fat-free frozen meat pizza,9.96
375,1812 toilet paper,4.46
376,Heckman's white sandwich bread,8.61
377,Witherspoon free range breadsticks,1.57
378,Jennings' smoked turkey wing,6.56
379,Jennings' lime,9.72
380,Campus Corner canned chickpeas,14.55
381,Ms. Wuf's neopolitan ice cream,8.17
382,Reynold's chocolate frosting,8.37
383,Mr. Wuf's fat-free onion powder,1.84
384,Witherspoon lemonade,10.87
385,Pack cage free instant mashed red potatoes,8.36
386,Vet School no MSG added fruit cups,3.23
387,Tuffy grain-free orange marmalade,12.84
388,Engineering organic diced tomatoes,2.88
389,King's frozen supreme pizza,12.06
390,Hillsborough organic fig preserves,11.8
391,Daniels no sugar added ground basil,5.11
392,Oval Drive whole black peppercorns,13.05
393,Poe's cholesterol-free chocolate bar,5.86
394,Heil's cheese popcorn,0.97
395,State non GMO corn chips,6.88
396,Centennial ground cloves,4.3
397,Heil's lime,13.8
398,Western Blvd deli roast beef,14.14
399,Farmer's low-sodium canned chickpeas,11.94
400,Belltower lactose-free raw jumbo shrimp,11.58
401,Pack lemon cake mix,12.13
402,Lake Raleigh fresh yukon gold potato,5.18
403,Ms. Wuf's lactose-free frozen meat pizza,14.78
404,Howling Wolf dish soap,9.05
405,Red and White cholesterol-free thyme leaves,8.89
406,State organic yellow onion,12.41
407,Belltower garlic powder,3.07
408,State bacon,4.76
409,Ms. Wuf's vanilla pudding,7.46
410,DH Hill french dressing,5.31
411,Witherspoon basmati rice,3.82
412,Centennial low-sodium sharp cheddar cheese,5.66
413,Mr. Wuf's lamb chop,13.37
414,Talley low cholesterol extra sharp cheddar cheese,5.76
415,1812 no sugar added blue potato,6.03
416,Balik's raw jumbo shrimp,5.93
417,Centennial dijon mustard,10.31
418,Poe's fresh frozen meat pizza,8.46
419,Pullen Park cheery-o cereal,9.06
420,Jennings' red currant jelly,0.47
421,Heckman's gluten-free canned french cut green beans,9.12
422,Mr. Wuf's low cholesterol cookie butter,4.3
423,Heckman's orange marmalade,10.04
424,Centennial pork roast,1.91
425,Engineering cholesterol-free whole peeled tomatoes,8.86
426,Wolf Leader cholesterol-free bandages,2.65
427,Engineering cage free coconut milk,6.39
428,Avent Ferry cookie butter,7.02
429,Withers whole peeled tomatoes,9.44
430,Western Blvd free range lime,4.18
431,Lake Raleigh soy sauce,11.83
432,Brown's gluten-free canned corn,10.13
433,Wolves Den self-rising flour,13.37
434,Withers lactose-free orange marmalade,5.02
435,Wolf Leader no sugar added chicken thigh,5.4
436,Brown's lactose-free chicken thigh,7.65
437,Red and White worcestershire sauce,2.98
438,Centennial low-sodium vanilla pudding,6.37
439,Balik's fat-free turkey wings,14.98
440,Sturgill's all-natural tomato paste,3.07
441,Red and White cholesterol-free sour cream and cheddar chips,4.02
442,Main Campus low cholesterol plain croutons,8.07
443,Wolfpack macaroni and cheese with broccoli,0.07
444,Ms. Wuf's no MSG added red currant jelly,2.19
445,Western Blvd baked beans,13.1
446,North Shore chicken thigh,7.82
447,Witherspoon all-natural white rice,1.87
448,North Shore pretzel sticks,1.23
449,Engineering ketchup,5.69
450,Avent Ferry marinara sauce,14.25
451,Sturgill's all-natural cheese popcorn,9.29
452,Avent Ferry fresh deli turkey,0.49
453,Ms. Wuf's fat-free tortilla chips,2.11
454,Pullen Park free range canned green beans,8.18
455,Talley mozzerella cheese,4.22
456,Wolfpack fresh lemon frosting,14.31
457,Heckman's floss,0.78
458,Fairgrounds carrot sticks,0.38
459,DH Hill toothbrush,10.61
460,Balik's frozen supreme pizza,12.24
461,Howler organic tomato sauce,1.49
462,Belltower low-sodium butter crackers,10.21
463,Withers all-natural hand soap,6.93
464,Ms. Wuf's free range honey bbq sauce,0.47
465,Howling Wolf lemonade,4.03
466,Oval Drive low-sodium instant mashed russet potatoes,3.76
467,Gorman fresh grape soda,2.67
468,Harrelson no MSG added smoked turkey leg,3.37
469,Sturgill's non GMO mild salsa,8.14
470,Heckman's all-natural orange frosting,4.0
471,Howler spicy taco sauce,10.52
472,Avent Ferry angel hair noodles,2.06
473,Centennial lactose-free canteloupe,2.91
474,Talley cookie dough,9.19
475,Heil's hot dog chili,7.67
476,Red and White white onion,2.32
477,DH Hill deli turkey,10.41
478,Vet School all-natural greek yogurt,7.68
479,Schmidt's ketchup,5.78
480,Daniels snack cake,5.12
481,Heckman's fat-free mild taco sauce,14.35
482,Western Blvd grain-free macaroni and 5 cheese,11.2
483,Main Campus kosher dill pickles,2.13
484,Brown's raw jumbo shrimp,11.64
485,Fairgrounds instant mashed russet potatoes,6.08
486,Gorman low-sodium banana,14.21
487,Balik's toothbrush,12.84
488,Dan Allen chocolate chip cookies,14.9
489,Schmidt's white chocolate pudding,4.61
490,Vet School all-natural brown rice,4.54
491,Balik's free range all purpose flour,1.78
492,Heil's gluten-free vodka sauce,13.6
493,Sturgill's no sugar added kiwi,8.2
494,Talley fresh white bread,0.27
495,Vet School grain-free yellow onion,10.97
496,Wolf Leader all-natural orange cake mix,3.03
497,Hillsborough fat-free scallion,12.41
498,Sturgill's deli turkey,7.89
499,Stinson hand soap,14.72
500,1812 no MSG added orange soda,9.95
501,Red and White grain-free instant mashed red potatoes,3.31
502,Farmer's no sugar added shallot,11.64
503,Stinson birthday cake ice cream,14.94
504,Howling Wolf all-natural jalapeno pepper,12.1
505,Leader of the Pack cauliflower,1.68
506,Howler enchilada sauce,5.36
507,Heil's breadsticks,4.14
508,Wolf Leader cholesterol-free self-rising flour,4.73
509,Brown's cooked salad shrimp,13.0
510,Thompkins carrot,0.22
511,Gorman sour cream and cheddar chips,6.03
512,Reynold's canned garden peas,13.23
513,Farmer's bread flour,11.55
514,North Shore fat-free pizza dough,6.6
515,Campus Corner sour cream,9.92
516,Daniels cinnamon toast cereal,3.94
517,Witherspoon low cholesterol sour cream and onion chips,5.28
518,Howler whole turkey,10.74
519,Schmidt's beef jerky,9.94
520,Wolves Den ground rosemary,2.08
521,Brown's no MSG added lite soy sauce,11.83
522,Talley fresh yogurt,10.98
523,Wolf Leader all-natural marinara sauce,3.49
524,Dan Allen ground beef,12.69
525,Tuffy cage free white bread,14.01
526,Withers free range shredded carrots,0.2
527,Fairgrounds ground cloves,7.36
528,Hillsborough organic dried lentils,9.8
529,Brown's vodka sauce,13.19
530,Witherspoon cornmeal,4.26
531,Avent Ferry no sugar added multigrain sandwich bread,1.13
532,Campus Corner no MSG added soy sauce,10.22
533,Farmer's low cholesterol thyme leaves,9.64
534,Red and White diet cola,9.79
535,Pack Pup grain-free chocolate frosting,4.15
536,Fairgrounds fresh chocolate pudding,8.07
537,Pullen Park cholesterol-free farfalle,14.11
538,North Shore fresh pork tenderloin,2.09
539,Ms. Wuf's tomato paste,10.39
540,Pack smoky bbq sauce,11.9
541,Pack free range pork tenderloin,8.81
542,Balik's ginger,11.26
543,Harrelson low cholesterol thyme,3.84
544,Pack lactose-free horseradish,7.1
545,Wolfpack chocolate bar,13.95
546,King's low-sodium canned chickpeas,9.62
547,Campus Corner non GMO sour cream and onion chips,14.14
548,Heckman's ricotta cheese,14.97
549,Heil's white bread,6.01
550,Wolfpack french dressing,7.72
551,Thompkins whole turkey,4.09
552,1812 yogurt,12.95
553,North Shore spicy taco sauce,3.62
554,Tuffy cage free toilet paper,11.35
555,Engineering spicy taco seasoning,14.94
556,Balik's cheddar cheese,8.29
557,Gorman lactose-free hazelnut spread,10.98
558,Brown's whole black peppercorns,12.35
559,DH Hill low cholesterol deodorant,11.57
560,King's fat-free soy sauce,0.4
561,King's sweet pickle cubes,6.63
562,Campus Corner angel hair noodles,0.34
563,Ms. Wuf's non GMO chocolate cream cookies,5.85
564,King's vanilla frosting,9.87
565,Stinson no MSG added basmati rice,12.63
566,Heil's fresh beef jerky,12.8
567,Centennial no sugar added soy sauce,6.69
568,Centennial plain potato chips,3.37
569,North Shore gluten-free instant mashed red potatoes,11.0
570,Fairgrounds salted butter,14.57
571,Leader of the Pack iodized salt,11.43
572,Vet School canned carrots,4.28
573,Howler garlic powder,11.34
574,Stinson lactose-free multigrain sandwich bread,13.71
575,Avent Ferry ground rosemary,4.66
576,Pack dried great northern beans,11.48
577,Leader of the Pack canned mystery meat,8.74
578,Ms. Wuf's beef jerky,11.0
579,Wolves Den breadsticks,0.49
580,Centennial free range lamb chop,6.63
581,King's liquid bleach,12.65
582,Poe's seltzer water,3.25
583,Hunt cholesterol-free thick-cut bacon,13.36
584,Dan Allen coleslaw kit,2.5
585,Centennial canned green beans,4.07
586,Hillsborough free range lemonade,13.13
587,Sturgill's vanilla pudding,14.91
588,Fairgrounds fat-free canned mystery meat,10.84
589,Sturgill's tortilla chips,2.06
590,Talley waffle cones,0.76
591,Pack Pup peanut butter crackers,6.43
592,Main Campus fat-free breadsticks,10.84
593,1812 canned lima beans,11.15
594,Belltower soy sauce,14.78
595,State cage free lemon cake mix,11.93
596,Howler smoked ham hock,7.03
597,Jennings' frozen pepperoni pizza,8.13
598,Fairgrounds all purpose flour,3.02
599,Campus Corner free range oatmeal cookies,1.75
600,Gorman fat-free canned french cut green beans,5.95
601,Daniels grain-free white chocolate pudding,7.03
602,DH Hill free range grape soda,3.57
603,Howling Wolf broccoli,11.68
604,Red and White chicken tenderloins,2.44
605,Jennings' 10-inch tortilla,9.96
606,Gorman no MSG added lemon frosting,8.28
607,Wolfpack fresh seltzer water,12.21
608,Balik's fat-free green chilis,8.15
609,Heckman's free range toilet paper,4.13
610,Hunt grain-free half and half,0.16
611,Pack 6-inch tortilla,3.35
612,Belltower cholesterol-free lime,3.35
613,State sour cream,2.95
614,Witherspoon no MSG added mild salsa,4.96
615,Leader of the Pack cholesterol-free chocolate ice cream,7.88
616,Dan Allen fat-free tomato puree,11.64
617,Stinson free range lemonade,7.98
618,Tuffy banana,10.63
619,Red and White watermelon,13.97
620,Heil's sour cream and onion chips,3.34
621,DH Hill honey bbq sauce,14.45
622,Talley chocolate chip cookies,7.11
623,Wolfpack fat-free beef jerky,1.83
624,1812 gluten-free dried navy beans,11.86
625,Oval Drive all-natural chocolate cake mix,10.8
626,Jennings' cholesterol-free caesar salad kit,0.14
627,Engineering low-sodium tortilla chips,12.8
628,Hillsborough banana,0.57
629,DH Hill cage free chili sauce,0.48
630,Wolf Leader free range diet cola,13.84
631,Brown's cholesterol-free greek yogurt,3.22
632,Western Blvd red potato,14.19
633,King's fat-free ketchup,14.48
634,Balik's canned blackeyed peas,8.83
635,Oval Drive raw jumbo shrimp,13.44
636,Wolves Den cholesterol-free lemon cake mix,13.42
637,Wolves Den aspirin,0.19
638,Balik's vanilla wafers,4.75
639,Heckman's free range mayonnaise,0.0
640,Pullen Park no MSG added garlic powder,13.18
641,Thompkins ground thyme,12.92
642,Wolf Leader cooked salad shrimp,3.09
643,King's marinara sauce,5.69
644,Poe's marinara sauce,13.85
645,Farmer's canned french cut green beans,7.21
646,Ms. Wuf's ice cream cones,12.48
647,Avent Ferry grain-free kosher pickle spears,1.07
648,Thompkins honey bbq sauce,8.1
649,Engineering ranch dressing,13.06
650,Ms. Wuf's low-sodium jasmine rice,11.36
651,Jennings' jalapeno pepper,8.4
652,Sturgill's canned chickpeas,4.15
653,Heil's turkey wings,10.32
654,Hunt all-natural mild taco seasoning,1.01
655,Hunt non GMO raw medium shrimp,13.08
656,Howling Wolf lamb chop,6.78
657,Oval Drive grain-free yellow cake mix,11.46
658,Heckman's peach jam,1.12
659,Balik's half and half,7.62
660,Pack Pup lactose-free mayonnaise,6.47
661,Thompkins no MSG added onion powder,5.53
662,Harrelson dried great northern beans,14.46
663,Pack bread flour,4.41
664,Withers organic thick-cut bacon,6.84
665,Witherspoon lactose-free waffle cones,6.89
666,Gorman 6-inch tortilla,11.76
667,Talley banana,2.61
668,Gorman dried lentils,7.69
669,Balik's caesar croutons,14.98
670,Main Campus free range lime,14.57
671,Ms. Wuf's no MSG added sausage,0.2
672,Hunt spicy salsa,9.51
673,Tuffy banana,1.98
674,Mr. Wuf's cheddar cheese,7.44
675,Red and White orange,6.44
676,Vet School organic macaroni and cheese,6.39
677,Red and White grain-free shallot,8.65
678,Hunt sockeye salmon fillet,1.95
679,Campus Corner diced tomatoes,5.88
680,Centennial no MSG added carrot,13.86
681,Balik's cage free shampoo,6.49
682,Schmidt's 10-inch tortilla,4.59
683,Howling Wolf no MSG added almond butter,7.97
684,Belltower low cholesterol dish soap,2.97
685,Mr. Wuf's lactose-free canned corn,12.0
686,Leader of the Pack fresh canned peas and carrots,13.32
687,Main Campus no sugar added vanilla ice cream,1.35
688,Lake Raleigh instant mashed red potatoes,11.72
689,Reynold's turkey wings,3.43
690,Wolf Leader fat-free canned chickpeas,1.68
691,Stinson scallion,11.69
692,Withers organic sour cream,12.56
693,Avent Ferry multigrain sandwich bread,6.17
