PRODUCT_CODE,DESCRIPTION,PRICE
65109,Vet School fresh buttercream frosting,7.03
65108,Sturgill's all-natural paper plates,4.42
65107,Harrelson fresh lime,4.54
65106,Mr. Wuf's pretzels,1.45
65105,Talley free range soy sauce,13.79
65104,Jennings' no MSG added canned peas and carrots,0.64
65103,DH Hill coconut cake mix,3.45
65102,Howling Wolf low cholesterol pretzels,1.71
65101,Leader of the Pack no sugar added macaroni and cheese with broccoli,7.92
65100,Talley all-natural blue potato,10.7
65099,1812 coconut cake mix,0.75
65098,Witherspoon pizza dough,11.56
65097,Daniels bread flour,4.97
65096,State lactose-free baked beans,4.81
65095,Wolf Leader fat-free corn chips,10.58
65094,North Shore hazelnut spread,13.91
65093,Oval Drive applesauce,9.54
65092,Leader of the Pack yellow onion,11.32
65091,Western Blvd orange frosting,5.21
65090,Brown's vanilla ice cream,9.3
65089,Harrelson no MSG added lettuce,2.32
65088,Witherspoon ground basil,3.09
65087,Thompkins cheery-o cereal,10.16
65086,Oval Drive low cholesterol farfalle,12.75
65085,Red and White no sugar added broccoli,7.94
65084,Oval Drive coconut milk,4.49
65083,Harrelson free range tomato and basil sauce,14.41
65082,Vet School salted butter,11.4
65081,Vet School dish soap,7.57
65080,Pack Pup grain-free half and half,4.72
65079,Farmer's turkey breast,2.57
65078,Mr. Wuf's non GMO taco kit,5.88
65077,Ms. Wuf's grain-free english muffins,14.02
65076,Reynold's all-natural canned biscuits,8.58
65075,Poe's raw medium shrimp,9.42
65074,Campus Corner grain-free cookie cereal,13.23
65073,Talley fat-free sweet potato,13.4
65072,Western Blvd chocolate pudding ,2.94
65071,Centennial fat-free salted butter,11.68
65070,Campus Corner kosher dill pickles,6.54
65069,Heckman's cage free macaroni and cheese with broccoli,10.2
65068,Daniels saltine crackers,14.92
65067,Brown's laundry detergent,8.41
65066,Hunt grain-free whole black peppercorns,14.13
65065,Engineering gluten-free canned french cut green beans,13.17
65064,Pullen Park laundry detergent,4.38
65063,Western Blvd soy sauce,7.31
65062,Talley lactose-free paper utensils,7.34
65061,DH Hill fat-free canned carrots,11.3
65060,Reynold's cinnamon toast cereal,14.73
65059,Pack Pup organic thousand island dressing,14.98
65058,Schmidt's bandages,11.36
65057,Ms. Wuf's cholesterol-free salted butter,4.28
65056,Hillsborough ground allspice,13.8
65055,Leader of the Pack cage free birthday cake ice cream,5.91
65054,Reynold's lactose-free basil leaves,2.07
65053,Pack fresh whole turkey,11.79
65052,Main Campus no MSG added frozen meat pizza,0.09
65051,Vet School cage free chocolate cake mix,12.05
65050,Oval Drive fresh cooked medium shrimp,9.9
65049,Pullen Park instant mashed red potatoes,4.68
65048,Lake Raleigh dish soap,6.76
65047,Wolfpack fresh paper utensils,10.02
65046,Jennings' apple,10.88
65045,Hunt buttercream frosting,11.32
65044,Harrelson squash,1.49
65043,Tuffy chocolate chip cookies,3.84
65042,Daniels smoky bbq sauce,8.6
65041,Daniels cage free dried navy beans,4.17
65040,Tuffy dried lentils,12.11
65039,Heckman's orange soda,5.07
65038,Talley cola,4.16
65037,Withers cage free honey mustard,1.04
65036,Wolf Leader cholesterol-free tomato puree,5.93
65035,Withers chocolate bar,5.69
65034,Heil's grain-free tortilla chips,12.1
65033,Jennings' fat-free tomato and basil sauce,9.66
65032,Pullen Park free range deli chicken,11.85
65031,Avent Ferry chocolate pudding,3.79
65030,Thompkins grain-free iodized salt,11.32
65029,Mr. Wuf's no sugar added raw large shrimp,14.84
65028,Schmidt's smoked turkey leg,11.93
65027,King's grain-free ground chicken,10.24
65026,Witherspoon no sugar added sunflower seed butter,7.41
65025,Schmidt's coconut cake mix,5.58
65024,Oval Drive organic orange cake mix,13.17
65023,Poe's paper towel,8.67
65022,DH Hill yukon gold potato,9.79
65021,Campus Corner cholesterol-free saltine crackers,13.29
65020,Howler granola bar,3.35
65019,Talley all-natural cupcake liners,8.88
65018,Vet School non GMO canned mystery meat,2.98
65017,Belltower lactose-free ground turkey,10.08
65016,Harrelson all-natural dijon mustard,4.58
65015,Hillsborough ground rosemary,3.2
65014,Schmidt's angel hair noodles,11.62
65013,Leader of the Pack saltine crackers,6.19
65012,Main Campus organic canned chickpeas,14.47
65011,Engineering cage free ibuprofen,13.69
65010,Wolf Leader grain-free tomato paste,2.34
65009,Howler coleslaw kit,11.69
65008,Wolves Den no MSG added chicken breast,8.93
65007,Lake Raleigh low-sodium raw medium shrimp,1.74
65006,Talley cholesterol-free canned french cut green beans,11.13
65005,Mr. Wuf's dinner rolls,14.81
65004,Schmidt's toothbrush,13.32
65003,Wolves Den tomato and basil sauce,4.73
65002,Centennial cage free cooked jumbo shrimp,1.38
65001,Wolf Leader lemon,8.8
65000,Withers ginger,1.36
64999,Vet School organic peanut butter,1.06
64998,Red and White dried lentils,12.3
64997,Fairgrounds low cholesterol yellow onion,13.28
64996,Howler whole black peppercorns,12.75
64995,Jennings' canned biscuits,14.21
64994,King's honey bbq sauce,10.4
64993,Stinson no MSG added canned peas and carrots,8.15
64992,Pack Pup angel hair noodles,8.9
64991,Heil's grain-free dried lima beans,0.68
64990,1812 fat-free yogurt,3.25
64989,Fairgrounds organic unsalted butter,12.02
64988,Schmidt's no sugar added half and half,4.24
64987,1812 lactose-free pork roast,8.98
64986,Mr. Wuf's lemonade,6.24
64985,Main Campus free range pork tenderloin,2.28
64984,Howler paper plates,0.75
64983,Pullen Park gluten-free applesauce,0.95
64982,Centennial no sugar added deli roast beef,0.23
64981,Red and White applesauce,14.61
64980,Talley ranch dressing,4.4
64979,Sturgill's ginger,8.55
64978,Wolfpack macaroni and cheese with broccoli,5.71
64977,Mr. Wuf's shampoo,8.2
64976,Leader of the Pack watermelon,12.48
64975,Pack Pup free range canned asparagus,1.91
64974,Hillsborough eggs,4.81
64973,Sturgill's ground turkey,3.07
64972,Balik's fat-free spicy salsa,10.57
64971,Pack Pup cheery-o cereal,10.76
64970,Centennial pineapple,7.77
64969,Belltower low cholesterol cheddar cheese,4.01
64968,Harrelson whole chicken,13.74
64967,Mr. Wuf's marinara sauce,11.01
64966,Hillsborough cookie cereal,2.52
64965,Talley fat-free snack cake,9.42
64964,Schmidt's smoked turkey wing,2.49
64963,Tuffy no sugar added breadsticks,14.9
64962,Daniels paper plates,0.01
64961,Western Blvd hazelnut spread,13.19
64960,Howler butter popcorn,9.12
64959,Thompkins fat-free hot dog chili,0.2
64958,Campus Corner no MSG added toothpaste,9.85
64957,State greek yogurt,3.1
64956,Belltower no sugar added diced tomatoes,14.87
64955,Wolves Den seasoned croutons,3.94
64954,Main Campus smoked sausage,12.36
64953,Red and White ground turkey,11.46
64952,Withers canned blackeyed peas,13.24
64951,Schmidt's no sugar added whole black peppercorns,2.19
64950,Centennial gluten-free garlic powder,11.5
64949,Farmer's free range snack cake,11.18
64948,North Shore yogurt,10.86
64947,Balik's tomato and basil sauce,7.13
64946,Mr. Wuf's grain-free pancake mix,14.73
64945,Main Campus corn chips,6.45
64944,Ms. Wuf's lactose-free dried lima beans,2.04
64943,Heckman's lactose-free mild taco seasoning,14.13
64942,Fairgrounds raw large shrimp,3.33
64941,Brown's fresh cheddar cheese,1.44
64940,Jennings' broccoli,13.11
64939,DH Hill chocolate frosting,6.73
64938,Western Blvd no MSG added syrup,14.65
64937,Reynold's neopolitan ice cream,7.0
64936,Oval Drive no MSG added pancake mix,12.16
64935,Centennial white rice,1.08
64934,Balik's organic shallot,2.4
64933,North Shore non GMO hazelnut spread,2.61
64932,Pullen Park low cholesterol mild taco seasoning,7.18
64931,Howler shallot,6.71
64930,Sturgill's low-sodium green chilis,13.55
64929,1812 low cholesterol dijon mustard,11.99
64928,Harrelson non GMO coconut milk,6.2
64927,Tuffy lamb chop,7.87
64926,Jennings' orange frosting,9.62
64925,Campus Corner applesauce,3.29
64924,Hillsborough organic peanuts,12.51
64923,Western Blvd non GMO saltine crackers,5.81
64922,Sturgill's low-sodium cheery-o cereal,9.43
64921,Wolfpack green chilis,5.51
64920,Poe's no sugar added red onion,13.17
64919,North Shore whole peeled tomatoes,8.23
64918,Avent Ferry cheery-o cereal,1.07
64917,Harrelson no sugar added lemonade,1.04
64916,Howling Wolf all-natural rosemary leaves,12.3
64915,Pullen Park basil,4.46
64914,Campus Corner cholesterol-free cabbage,10.7
64913,Reynold's no MSG added canned blackeyed peas,13.26
64912,Farmer's soy sauce,8.58
64911,Pullen Park low-sodium whole peeled tomatoes,2.74
64910,Engineering fresh sharp cheddar cheese,10.43
64909,Poe's basil leaves,14.89
64908,Main Campus sourdough bread,3.26
64907,Balik's peanut butter crackers,8.75
64906,Pack Pup low cholesterol cookie butter,13.12
64905,Vet School farfalle,6.47
64904,Wolf Leader cholesterol-free ketchup,1.77
64903,Campus Corner non GMO tomato and basil sauce,1.95
64902,Hunt free range 8-inch tortilla,3.29
64901,Howler no MSG added canned lima beans,4.28
64900,Western Blvd cage free toothbrush,5.06
64899,Hillsborough lactose-free blue potato,12.62
64898,Brown's low-sodium dried lentils,10.2
64897,North Shore all-natural tortellini,9.39
64896,Sturgill's non GMO orange cake mix,1.4
64895,Mr. Wuf's soy sauce,0.82
64894,Jennings' jasmine rice,7.05
64893,Avent Ferry beef roast,0.63
64892,Western Blvd all-natural fruit cups,8.99
64891,Jennings' whole black peppercorns,5.37
64890,Withers yellow cake mix,6.33
64889,Mr. Wuf's low-sodium farfalle,10.92
64888,Daniels free range canned creamed corn,7.69
64887,State lite soy sauce,11.51
64886,Howler okra,14.94
64885,Red and White low cholesterol chili powder,6.11
64884,Tuffy fresh taco kit,10.07
64883,North Shore cage free cocktail sauce,2.41
64882,Daniels no sugar added 6-inch tortilla,9.32
